<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2026.04.06	00:00:22.315	0.92215	0.92215			6
2026.04.06	00:02:21.731	0.92219	0.92219			6
2026.04.06	00:06:56.110	0.92217	0.92217			6
2026.04.06	00:07:29.981	0.92219	0.92219			6
2026.04.06	00:07:31.494	0.92221	0.92221			6
2026.04.06	00:07:32.044	0.92219	0.92219			6
2026.04.06	00:08:09.616	0.92212	0.92212			6
2026.04.06	00:08:12.926	0.92214	0.92214			6
2026.04.06	00:08:21.324	0.92212	0.92212			6
2026.04.06	00:08:52.631	0.92214	0.92214			6
2026.04.06	00:09:04.004	0.92212	0.92212			6
2026.04.06	00:09:07.677	0.92214	0.92214			6
2026.04.06	00:09:16.311	0.92212	0.92212			6
2026.04.06	00:09:21.674	0.92213	0.92213			6
2026.04.06	00:09:45.184	0.92212	0.92212			6
2026.04.06	00:09:57.427	0.92214	0.92214			6
2026.04.06	00:10:33.116	0.92214				2
2026.04.06	00:10:36.996	0.92212	0.92212			6
2026.04.06	00:10:54.878	0.92198	0.92198			6
2026.04.06	00:10:56.751	0.92197	0.92197			6
2026.04.06	00:10:58.354	0.92203	0.92203			6
2026.04.06	00:11:02.994	0.92192	0.92192			6
2026.04.06	00:11:17.156	0.92183	0.92183			6
2026.04.06	00:11:18.353	0.92184	0.92184			6
2026.04.06	00:11:22.008	0.92183	0.92183			6
2026.04.06	00:11:23.446	0.92184	0.92184			6
2026.04.06	00:11:29.765	0.92183	0.92183			6
2026.04.06	00:11:32.718	0.92184	0.92184			6
2026.04.06	00:11:39.363	0.92183	0.92183			6
2026.04.06	00:11:40.239	0.92184	0.92184			6
2026.04.06	00:11:44.698	0.92183	0.92183			6
2026.04.06	00:11:48.378	0.92184	0.92184			6
2026.04.06	00:11:54.036	0.92183	0.92183			6
2026.04.06	00:11:55.250	0.92184	0.92184			6
2026.04.06	00:12:07.488	0.92183	0.92183			6
2026.04.06	00:12:09.232	0.92184	0.92184			6
2026.04.06	00:12:10.576	0.92183	0.92183			6
2026.04.06	00:12:10.606	0.92184	0.92184			6
2026.04.06	00:12:12.148	0.92193	0.92193			6
2026.04.06	00:12:25.515	0.92191	0.92191			6
2026.04.06	00:12:27.001	0.92193	0.92193			6
2026.04.06	00:13:02.987	0.92191	0.92191			6
2026.04.06	00:13:03.080	0.92193	0.92193			6
2026.04.06	00:13:08.392	0.92191	0.92191			6
2026.04.06	00:13:09.604	0.92193	0.92193			6
2026.04.06	00:13:13.208	0.92191	0.92191			6
2026.04.06	00:13:14.409	0.92193	0.92193			6
2026.04.06	00:13:27.914	0.92191	0.92191			6
2026.04.06	00:13:29.414	0.92193	0.92193			6
2026.04.06	00:14:06.907	0.92191	0.92191			6
2026.04.06	00:14:08.379	0.92193	0.92193			6
2026.04.06	00:14:23.105	0.92191	0.92191			6
2026.04.06	00:14:24.282	0.92193	0.92193			6
2026.04.06	00:14:35.074	0.92192	0.92192			6
2026.04.06	00:15:01.494	0.92191	0.92191			6
2026.04.06	00:15:04.226	0.92192	0.92192			6
2026.04.06	00:15:14.470	0.92191	0.92191			6
2026.04.06	00:15:15.579	0.92192	0.92192			6
2026.04.06	00:15:40.476	0.92191	0.92191			6
2026.04.06	00:15:41.594	0.92192	0.92192			6
2026.04.06	00:16:15.594	0.92191	0.92191			6
2026.04.06	00:16:16.845	0.92192	0.92192			6
2026.04.06	00:16:39.356	0.92193	0.92193			6
2026.04.06	00:16:49.015	0.92191	0.92191			6
2026.04.06	00:17:05.558	0.92190	0.92190			6
2026.04.06	00:17:06.598	0.92191	0.92191			6
